OG0000000	BalsamFir40563, BalsamFir40579, BalsamFir41381, BalsamFir43196, BalsamFir46743, BalsamFir46870, BalsamFir47940, BalsamFir48212, BalsamFir48958, BalsamFir49234, BalsamFir49838, BalsamFir50980, BalsamFir51120, BalsamFir52433, BalsamFir52599, BalsamFir52809, BalsamFir54153, BalsamFir54730, BalsamFir55371, BalsamFir57456, BalsamFir58329, BalsamFir59120, BalsamFir59326, BalsamFir59691, BalsamFir61092, BalsamFir62392, BalsamFir68562, BalsamFir71332, BalsamFir71754, BalsamFir75829, BalsamFir78910, BalsamFir88320, BalsamFir95258	CF143_TRINITY_DN128986_c1_g3_i1, CF143_TRINITY_DN130062_c0_g1_i1, CF147_TRINITY_DN142876_c0_g3_i1, CF151_TRINITY_DN107171_c0_g1_i1, CF151_TRINITY_DN46529_c0_g1_i1, CF151_TRINITY_DN64342_c0_g1_i1, CF151_TRINITY_DN83007_c0_g2_i1, CF151_TRINITY_DN83007_c0_g3_i1, CF153_TRINITY_DN114325_c2_g1_i2, CF156_TRINITY_DN120363_c2_g1_i1, CF157_TRINITY_DN113094_c2_g1_i4, CF157_TRINITY_DN113094_c2_g1_i6, CF161_TRINITY_DN93516_c2_g4_i3, CF165_TRINITY_DN125976_c0_g1_i1, CF165_TRINITY_DN125976_c0_g1_i2, CF169_TRINITY_DN68895_c0_g1_i2, CF170_TRINITY_DN124427_c0_g2_i2, CF172_TRINITY_DN127670_c0_g1_i12, CF172_TRINITY_DN127670_c0_g1_i8, CF173_TRINITY_DN111782_c1_g7_i5, CF178_TRINITY_DN84607_c0_g2_i1, CF190_TRINITY_DN117059_c0_g1_i2, CF191_TRINITY_DN108586_c1_g1_i1, CF191_TRINITY_DN108586_c1_g1_i2, CF191_TRINITY_DN108586_c1_g1_i5, CF196_TRINITY_DN110629_c0_g1_i1, CF196_TRINITY_DN127934_c0_g1_i2, CF196_TRINITY_DN127934_c0_g1_i3, CF196_TRINITY_DN129378_c3_g1_i2, CF196_TRINITY_DN129378_c3_g1_i6, CF196_TRINITY_DN129378_c3_g1_i7, CF197_TRINITY_DN153994_c0_g4_i1	FraserFir100291, FraserFir100382, FraserFir100476, FraserFir101015, FraserFir101703, FraserFir102818, FraserFir103569, FraserFir103665, FraserFir104005, FraserFir105068, FraserFir105362, FraserFir105442, FraserFir107282, FraserFir108895, FraserFir113337, FraserFir122858, FraserFir125137, FraserFir127183, FraserFir136908, FraserFir142178, FraserFir152555, FraserFir152657, FraserFir42156, FraserFir52246, FraserFir79334, FraserFir81299, FraserFir82322, FraserFir83329, FraserFir85997, FraserFir86736, FraserFir86786, FraserFir87376, FraserFir87978, FraserFir89523, FraserFir90507, FraserFir90517, FraserFir90799, FraserFir94298, FraserFir94434, FraserFir95841, FraserFir96168, FraserFir96232, FraserFir97132, FraserFir97465, FraserFir97623, FraserFir98405, FraserFir99633, FraserFir99944
OG0000001	BalsamFir102203, BalsamFir44068, BalsamFir55148, BalsamFir59244, BalsamFir60379, BalsamFir60755, BalsamFir61594, BalsamFir62911, BalsamFir63585, BalsamFir64665, BalsamFir64758, BalsamFir65131, BalsamFir65179, BalsamFir68225, BalsamFir68263, BalsamFir68673, BalsamFir75012, BalsamFir76470, BalsamFir80798, BalsamFir82492, BalsamFir89846, BalsamFir90388, BalsamFir91532, BalsamFir93786	CF147_TRINITY_DN145090_c2_g1_i2, CF151_TRINITY_DN106481_c0_g1_i3, CF153_TRINITY_DN113341_c1_g1_i1, CF156_TRINITY_DN121554_c1_g1_i4, CF160_TRINITY_DN50136_c0_g3_i1, CF170_TRINITY_DN126677_c0_g1_i3, CF170_TRINITY_DN126677_c0_g1_i6, CF170_TRINITY_DN126677_c0_g1_i8, CF172_TRINITY_DN128088_c2_g2_i1, CF172_TRINITY_DN128088_c2_g2_i3, CF174_TRINITY_DN183728_c3_g1_i2, CF178_TRINITY_DN78252_c0_g1_i1, CF191_TRINITY_DN105427_c0_g1_i1	FraserFir103387, FraserFir113518, FraserFir114225, FraserFir116418, FraserFir118164, FraserFir118388, FraserFir119267, FraserFir119352, FraserFir125758, FraserFir125808, FraserFir127125, FraserFir128518, FraserFir129501, FraserFir129967, FraserFir132220, FraserFir132458, FraserFir133757, FraserFir134734, FraserFir139985, FraserFir142234, FraserFir149112, FraserFir152366, FraserFir156004, FraserFir192878, FraserFir81533, FraserFir84807, FraserFir87999, FraserFir89773, FraserFir90516
OG0000002	BalsamFir63221	CF151_TRINITY_DN98921_c0_g1_i1, CF152_TRINITY_DN113381_c0_g2_i3, CF153_TRINITY_DN105209_c2_g1_i3, CF160_TRINITY_DN93737_c0_g1_i3, CF160_TRINITY_DN95639_c1_g2_i1, CF161_TRINITY_DN95188_c2_g2_i1, CF174_TRINITY_DN170281_c0_g1_i1, CF174_TRINITY_DN184533_c3_g1_i1	FraserFir106301, FraserFir107818, FraserFir110636, FraserFir113427, FraserFir115281, FraserFir117713, FraserFir118044, FraserFir119240, FraserFir119367, FraserFir120898, FraserFir121292, FraserFir125382, FraserFir125583, FraserFir128219, FraserFir131882, FraserFir133899, FraserFir136734, FraserFir139236, FraserFir144775, FraserFir146556, FraserFir149125, FraserFir150496, FraserFir155893, FraserFir156774, FraserFir159941, FraserFir161563, FraserFir162621, FraserFir162636, FraserFir164732, FraserFir165900, FraserFir172926, FraserFir177562, FraserFir184719, FraserFir185943, FraserFir191965, FraserFir192425, FraserFir192605, FraserFir197573, FraserFir198442, FraserFir205198, FraserFir208980, FraserFir49124, FraserFir71621, FraserFir71836, FraserFir82041, FraserFir86233
OG0000003	BalsamFir11025, BalsamFir11082, BalsamFir13209, BalsamFir15550, BalsamFir18497, BalsamFir20502, BalsamFir27978, BalsamFir3758, BalsamFir6621, BalsamFir8289, BalsamFir9300	CF143_TRINITY_DN130926_c2_g2_i10, CF143_TRINITY_DN130926_c2_g2_i11, CF143_TRINITY_DN130926_c2_g2_i3, CF143_TRINITY_DN130926_c2_g2_i5, CF151_TRINITY_DN110502_c1_g2_i11, CF151_TRINITY_DN110502_c1_g2_i2, CF151_TRINITY_DN110502_c1_g2_i8, CF153_TRINITY_DN115033_c2_g1_i5, CF168_TRINITY_DN121207_c0_g2_i14, CF168_TRINITY_DN121207_c0_g2_i9, CF169_TRINITY_DN75007_c0_g2_i13, CF169_TRINITY_DN75007_c0_g2_i18, CF169_TRINITY_DN75007_c0_g2_i21, CF169_TRINITY_DN75007_c0_g2_i24, CF169_TRINITY_DN75007_c0_g2_i5, CF169_TRINITY_DN75007_c0_g2_i6, CF173_TRINITY_DN112950_c0_g2_i1, CF173_TRINITY_DN112950_c0_g2_i4, CF174_TRINITY_DN184657_c5_g2_i7, CF178_TRINITY_DN86585_c0_g1_i13, CF178_TRINITY_DN86585_c0_g1_i15, CF178_TRINITY_DN86585_c0_g1_i3, CF189_TRINITY_DN103909_c0_g2_i4, CF189_TRINITY_DN103909_c0_g2_i6, CF196_TRINITY_DN129747_c1_g1_i8	FraserFir14301, FraserFir16855, FraserFir16861, FraserFir18361, FraserFir19231, FraserFir19784, FraserFir22993, FraserFir27240, FraserFir27760, FraserFir33996, FraserFir46536, FraserFir52526, FraserFir54777, FraserFir55197, FraserFir57621, FraserFir61034, FraserFir67329, FraserFir87335
OG0000004	BalsamFir48710, BalsamFir51427, BalsamFir52187, BalsamFir52353, BalsamFir52517, BalsamFir52858, BalsamFir55105, BalsamFir56220, BalsamFir56593, BalsamFir56871, BalsamFir57186, BalsamFir57239, BalsamFir57906, BalsamFir58274, BalsamFir58435, BalsamFir59163, BalsamFir59814, BalsamFir62450, BalsamFir67752	CF147_TRINITY_DN130318_c0_g1_i1, CF147_TRINITY_DN143424_c2_g1_i1, CF151_TRINITY_DN108800_c0_g1_i1, CF153_TRINITY_DN114805_c0_g1_i1, CF156_TRINITY_DN122201_c0_g2_i1, CF156_TRINITY_DN122201_c0_g2_i3, CF170_TRINITY_DN126046_c3_g3_i4, CF172_TRINITY_DN128781_c0_g1_i1, CF172_TRINITY_DN128781_c0_g1_i7, CF173_TRINITY_DN111951_c1_g2_i1, CF174_TRINITY_DN181437_c0_g1_i2, CF174_TRINITY_DN181437_c0_g1_i4, CF178_TRINITY_DN83327_c0_g1_i2, CF191_TRINITY_DN108197_c2_g3_i3	FraserFir103618, FraserFir105570, FraserFir105964, FraserFir106407, FraserFir108100, FraserFir110045, FraserFir111517, FraserFir111890, FraserFir115503, FraserFir115994, FraserFir116345, FraserFir117326, FraserFir119603, FraserFir122084, FraserFir128115, FraserFir134251, FraserFir144057, FraserFir150248, FraserFir83603, FraserFir85246, FraserFir97479
OG0000005	BalsamFir10120, BalsamFir23088, BalsamFir25259, BalsamFir26849, BalsamFir27221, BalsamFir28530, BalsamFir29572, BalsamFir31433, BalsamFir31830, BalsamFir32619, BalsamFir34605, BalsamFir38218, BalsamFir42193, BalsamFir42342, BalsamFir55366, BalsamFir55635, BalsamFir60259, BalsamFir62873, BalsamFir9708	CF151_TRINITY_DN99041_c0_g1_i1, CF152_TRINITY_DN92526_c0_g1_i1, CF161_TRINITY_DN74024_c0_g1_i2, CF161_TRINITY_DN74024_c0_g2_i2, CF165_TRINITY_DN108770_c0_g1_i1, CF168_TRINITY_DN112592_c1_g2_i1, CF169_TRINITY_DN70767_c3_g2_i2, CF172_TRINITY_DN119422_c0_g1_i1, CF189_TRINITY_DN95180_c0_g1_i2, CF191_TRINITY_DN103145_c0_g1_i1, CF196_TRINITY_DN122429_c0_g1_i1, CF196_TRINITY_DN122429_c1_g1_i2	FraserFir21797, FraserFir23345, FraserFir26377, FraserFir45208, FraserFir47481, FraserFir53858, FraserFir58507, FraserFir59554, FraserFir59792, FraserFir60160, FraserFir60186, FraserFir60641, FraserFir61296, FraserFir68243, FraserFir68951, FraserFir71916, FraserFir72223, FraserFir73983, FraserFir89611, FraserFir90079, FraserFir91628, FraserFir92048
OG0000006	BalsamFir28570, BalsamFir47710, BalsamFir56583, BalsamFir85334	CF143_TRINITY_DN131381_c0_g2_i10, CF143_TRINITY_DN131381_c0_g2_i2, CF143_TRINITY_DN131381_c0_g2_i6, CF143_TRINITY_DN131381_c0_g2_i9, CF147_TRINITY_DN146468_c3_g1_i3, CF152_TRINITY_DN120453_c6_g1_i12, CF152_TRINITY_DN120453_c6_g1_i2, CF152_TRINITY_DN120453_c6_g1_i4, CF153_TRINITY_DN114440_c0_g1_i5, CF153_TRINITY_DN114440_c0_g1_i7, CF157_TRINITY_DN114478_c6_g1_i5, CF157_TRINITY_DN114478_c6_g1_i9, CF160_TRINITY_DN97813_c3_g1_i15, CF160_TRINITY_DN97813_c3_g1_i3, CF161_TRINITY_DN94713_c0_g1_i1, CF161_TRINITY_DN94713_c0_g1_i2, CF161_TRINITY_DN94713_c0_g1_i3, CF168_TRINITY_DN120342_c0_g1_i1, CF169_TRINITY_DN74957_c2_g3_i11, CF170_TRINITY_DN126205_c6_g1_i4, CF170_TRINITY_DN126205_c6_g1_i8, CF172_TRINITY_DN129144_c4_g1_i3, CF173_TRINITY_DN112919_c0_g1_i10, CF173_TRINITY_DN112919_c0_g1_i12, CF173_TRINITY_DN112919_c0_g1_i3, CF174_TRINITY_DN184152_c0_g1_i5, CF190_TRINITY_DN120897_c0_g2_i7, CF191_TRINITY_DN109562_c1_g3_i12, CF191_TRINITY_DN109562_c1_g3_i4, CF191_TRINITY_DN109562_c1_g3_i5, CF191_TRINITY_DN109562_c1_g3_i6, CF191_TRINITY_DN109562_c1_g3_i9, CF191_TRINITY_DN109562_c1_g4_i1, CF196_TRINITY_DN129746_c1_g1_i1, CF196_TRINITY_DN129746_c2_g1_i6	FraserFir104783, FraserFir105345, FraserFir118969, FraserFir134487, FraserFir135268, FraserFir193201, FraserFir31053, FraserFir33678, FraserFir60432, FraserFir67900, FraserFir73782, FraserFir88048, FraserFir99569
OG0000007	BalsamFir10543, BalsamFir12838, BalsamFir13748, BalsamFir17086, BalsamFir19713, BalsamFir24991, BalsamFir5842, BalsamFir7194	CF151_TRINITY_DN105164_c0_g2_i1, CF151_TRINITY_DN105164_c0_g2_i10, CF151_TRINITY_DN105164_c0_g2_i12, CF151_TRINITY_DN105164_c0_g2_i14, CF151_TRINITY_DN105164_c0_g2_i15, CF151_TRINITY_DN105164_c0_g2_i16, CF151_TRINITY_DN105164_c0_g2_i17, CF151_TRINITY_DN105164_c0_g2_i19, CF151_TRINITY_DN105164_c0_g2_i2, CF151_TRINITY_DN105164_c0_g2_i20, CF151_TRINITY_DN105164_c0_g2_i3, CF151_TRINITY_DN105164_c0_g2_i4, CF151_TRINITY_DN105164_c0_g2_i5, CF151_TRINITY_DN105164_c0_g2_i6, CF151_TRINITY_DN105164_c0_g2_i8, CF151_TRINITY_DN105164_c0_g2_i9, CF161_TRINITY_DN92348_c2_g1_i5, CF169_TRINITY_DN71429_c2_g1_i7, CF178_TRINITY_DN85599_c0_g1_i15, CF178_TRINITY_DN85599_c0_g1_i17, CF178_TRINITY_DN85599_c0_g1_i2, CF178_TRINITY_DN85599_c0_g1_i3, CF178_TRINITY_DN85599_c0_g1_i8	FraserFir17010, FraserFir17017, FraserFir22957, FraserFir24369, FraserFir27169, FraserFir27182, FraserFir38245, FraserFir39043, FraserFir40664, FraserFir41874, FraserFir47507, FraserFir49359, FraserFir51099, FraserFir60618
OG0000009	BalsamFir27415, BalsamFir28404, BalsamFir34202, BalsamFir36534, BalsamFir36719, BalsamFir37084, BalsamFir42996, BalsamFir45842, BalsamFir46573, BalsamFir48233	CF143_TRINITY_DN128373_c0_g1_i1, CF147_TRINITY_DN146479_c0_g1_i2, CF147_TRINITY_DN146479_c0_g1_i3, CF151_TRINITY_DN108580_c0_g1_i3, CF151_TRINITY_DN108580_c0_g1_i9, CF160_TRINITY_DN94585_c0_g1_i1, CF160_TRINITY_DN94585_c0_g1_i3, CF160_TRINITY_DN94585_c0_g1_i7, CF161_TRINITY_DN94318_c0_g1_i2, CF161_TRINITY_DN94318_c0_g1_i3, CF161_TRINITY_DN94318_c0_g1_i5, CF165_TRINITY_DN129095_c0_g1_i7, CF172_TRINITY_DN128447_c1_g1_i1, CF172_TRINITY_DN128447_c1_g1_i5, CF190_TRINITY_DN117152_c2_g1_i1, CF191_TRINITY_DN108235_c0_g1_i2, CF191_TRINITY_DN108235_c0_g1_i3	FraserFir43641, FraserFir49159, FraserFir53522, FraserFir58864, FraserFir60682, FraserFir71580, FraserFir74677, FraserFir75121, FraserFir80357, FraserFir82093, FraserFir82666, FraserFir84263, FraserFir86712, FraserFir96818
OG0000010	BalsamFir18164, BalsamFir35929, BalsamFir39142, BalsamFir39459, BalsamFir89944	CF143_TRINITY_DN128454_c1_g3_i1, CF151_TRINITY_DN104476_c0_g1_i1, CF151_TRINITY_DN107584_c1_g1_i3, CF151_TRINITY_DN107584_c1_g1_i5, CF151_TRINITY_DN109679_c1_g10_i1, CF151_TRINITY_DN77430_c0_g1_i1, CF151_TRINITY_DN95902_c0_g1_i1, CF152_TRINITY_DN120190_c2_g3_i1, CF152_TRINITY_DN120190_c2_g3_i2, CF160_TRINITY_DN85142_c0_g2_i1, CF160_TRINITY_DN96952_c1_g4_i1, CF160_TRINITY_DN96952_c1_g4_i4, CF161_TRINITY_DN77606_c0_g1_i1, CF165_TRINITY_DN127775_c0_g1_i1, CF168_TRINITY_DN118456_c0_g1_i2, CF168_TRINITY_DN118456_c0_g1_i4, CF170_TRINITY_DN119716_c1_g3_i1, CF170_TRINITY_DN126897_c1_g1_i1, CF189_TRINITY_DN103960_c10_g7_i1, CF190_TRINITY_DN102769_c0_g1_i1, CF190_TRINITY_DN123761_c0_g1_i1, CF196_TRINITY_DN107792_c0_g1_i1, CF196_TRINITY_DN129443_c2_g7_i2, CF196_TRINITY_DN129443_c2_g7_i3, CF196_TRINITY_DN129443_c2_g7_i4, CF197_TRINITY_DN155514_c1_g1_i1	FraserFir103589, FraserFir113233, FraserFir120067, FraserFir132756, FraserFir134957, FraserFir153092, FraserFir185382, FraserFir69629, FraserFir89333
